,Bill Number,Representative,Party,State,Vote,link,Full Name,Phone Number
3825,H. R. 9747,Suozzi,Democratic,New York,Yea,https://clerk.house.gov/Members/S001201,Thomas R. Suozzi, (202) 225-3335
4015,H. R. 9747,Turner,Republican,Ohio,Yea,https://clerk.house.gov/Members/T000463,Michael R. Turner, (202) 225-6465
475,H. R. 9747,Calvert,Republican,California,Yea,https://clerk.house.gov/Members/C000059,Ken Calvert, (202) 225-1986
405,H. R. 9747,Buchanan,Republican,Florida,Yea,https://clerk.house.gov/Members/B001260,Vern Buchanan, (202) 225-5015
3605,H. R. 9747,Sherrill,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/S001207,Mikie Sherrill, (202) 225-5034
355,H. R. 9747,Bowman,Democratic,New York,Not Voting,https://clerk.house.gov/Members/B001223,Jamaal Bowman, (202) 225-2464
225,H. R. 9747,Bera,Democratic,California,Yea,https://clerk.house.gov/Members/B001287,Ami Bera, (202) 225-5716
285,H. R. 9747,Bishop (GA),Democratic,Georgia,Yea,https://clerk.house.gov/Members/B000490,"Sanford D. Bishop, Jr.", (202) 225-3631
1765,H. R. 9747,Himes,Democratic,Connecticut,Yea,https://clerk.house.gov/Members/H001047,James A. Himes, (202) 225-5541
595,H. R. 9747,Casar,Democratic,Texas,Yea,https://clerk.house.gov/Members/C001131,Greg Casar, (202) 225-5645
3865,H. R. 9747,Tenney,Republican,New York,Nay,https://clerk.house.gov/Members/T000478,Claudia Tenney, (202) 225-3665
3975,H. R. 9747,Torres (CA),Democratic,California,Yea,https://clerk.house.gov/Members/T000474,Norma J. Torres, (202) 225-6161
2315,H. R. 9747,Lee (CA),Democratic,California,Yea,https://clerk.house.gov/Members/L000551,Barbara Lee, (202) 225-2661
3995,H. R. 9747,Trahan,Democratic,Massachusetts,Yea,https://clerk.house.gov/Members/T000482,Lori Trahan, (202) 225-3411
1725,H. R. 9747,Hayes,Democratic,Connecticut,Yea,https://clerk.house.gov/Members/H001081,Jahana Hayes, (202) 225-4476
3745,H. R. 9747,Stauber,Republican,Minnesota,Yea,https://clerk.house.gov/Members/S001212,Pete Stauber, (202) 225-6211
365,H. R. 9747,Boyle (PA),Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/B001296,Brendan F. Boyle, (202) 225-6111
2195,H. R. 9747,Kustoff,Republican,Tennessee,Yea,https://clerk.house.gov/Members/K000392,David Kustoff, (202) 225-4714
395,H. R. 9747,Brownley,Democratic,California,Yea,https://clerk.house.gov/Members/B001285,Julia Brownley, (202) 225-5811
2255,H. R. 9747,Langworthy,Republican,New York,Yea,https://clerk.house.gov/Members/L000600,Nicholas A. Langworthy, (202) 225-3161
2135,H. R. 9747,Kiley,Republican,California,Yea,https://clerk.house.gov/Members/K000401,Kevin Kiley, (202) 225-2523
3895,H. R. 9747,Thompson (MS),Democratic,Mississippi,Yea,https://clerk.house.gov/Members/T000193,Bennie G. Thompson, (202) 225-5876
2155,H. R. 9747,Kim (CA),Republican,California,Yea,https://clerk.house.gov/Members/K000397,Young Kim, (202) 225-4111
3845,H. R. 9747,Sykes,Democratic,Ohio,Yea,https://clerk.house.gov/Members/S001223,Emilia Strong Sykes, (202) 225-6265
3725,H. R. 9747,Stansbury,Democratic,New Mexico,Yea,https://clerk.house.gov/Members/S001218,Melanie A. Stansbury, (202) 225-6316
3835,H. R. 9747,Swalwell,Democratic,California,Yea,https://clerk.house.gov/Members/S001193,Eric Swalwell, (202) 225-5065
3925,H. R. 9747,Timmons,Republican,South Carolina,Nay,https://clerk.house.gov/Members/T000480,William R. Timmons IV, (202) 225-6030
4045,H. R. 9747,Van Drew,Republican,New Jersey,Nay,https://clerk.house.gov/Members/V000133,Jefferson Van Drew, (202) 225-6572
3615,H. R. 9747,Simpson,Republican,Idaho,Yea,https://clerk.house.gov/Members/S001148,Michael K. Simpson, (202) 225-5531
195,H. R. 9747,Bean (FL),Republican,Florida,Nay,https://clerk.house.gov/Members/B001314,Aaron Bean, (202) 225-0123
495,H. R. 9747,Caraveo,Democratic,Colorado,Yea,https://clerk.house.gov/Members/C001134,Yadira Caraveo, (202) 225-5625
585,H. R. 9747,Cartwright,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/C001090,Matt Cartwright, (202) 225-5546
1805,H. R. 9747,Houlahan,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/H001085,Chrissy Houlahan, (202) 225-4315
2275,H. R. 9747,Larson (CT),Democratic,Connecticut,Yea,https://clerk.house.gov/Members/L000557,John B. Larson, (202) 225-2265
3815,H. R. 9747,Strong,Republican,Alabama,Yea,https://clerk.house.gov/Members/S001220,Dale W. Strong, (202) 225-4801
3715,H. R. 9747,Spartz,Republican,Indiana,Nay,https://clerk.house.gov/Members/S000929,Victoria Spartz, (202) 225-2276
1745,H. R. 9747,Higgins (LA),Republican,Louisiana,Nay,https://clerk.house.gov/Members/H001077,Clay Higgins, (202) 225-2031
4065,H. R. 9747,Van Orden,Republican,Wisconsin,Nay,https://clerk.house.gov/Members/V000135,Derrick Van Orden, (202) 225-5506
1695,H. R. 9747,Harder (CA),Democratic,California,Yea,https://clerk.house.gov/Members/H001090,Josh Harder, (202) 225-4540
335,H. R. 9747,Bonamici,Democratic,Oregon,Yea,https://clerk.house.gov/Members/B001278,Suzanne Bonamici, (202) 225-0855
2285,H. R. 9747,Latta,Republican,Ohio,Yea,https://clerk.house.gov/Members/L000566,Robert E. Latta, (202) 225-6405
3665,H. R. 9747,Smith (WA),Democratic,Washington,Yea,https://clerk.house.gov/Members/S000510,Adam Smith, (202) 225-8901
455,H. R. 9747,Burlison,Republican,Missouri,Nay,https://clerk.house.gov/Members/B001316,Eric Burlison, (202) 225-6536
3945,H. R. 9747,Tlaib,Democratic,Michigan,Yea,https://clerk.house.gov/Members/T000481,Rashida Tlaib, (202) 225-5126
3695,H. R. 9747,Soto,Democratic,Florida,Yea,https://clerk.house.gov/Members/S001200,Darren Soto, (202) 225-9889
305,H. R. 9747,Blumenauer,Democratic,Oregon,Yea,https://clerk.house.gov/Members/B000574,Earl Blumenauer, (202) 225-4811
3795,H. R. 9747,Stevens,Democratic,Michigan,Yea,https://clerk.house.gov/Members/S001215,Haley M. Stevens, (202) 225-8171
435,H. R. 9747,Burchett,Republican,Tennessee,Nay,https://clerk.house.gov/Members/B001309,Tim Burchett, (202) 225-5435
3875,H. R. 9747,Thanedar,Democratic,Michigan,Yea,https://clerk.house.gov/Members/T000488,Shri Thanedar, (202) 225-5802
2235,H. R. 9747,Lamborn,Republican,Colorado,Yea,https://clerk.house.gov/Members/L000564,Doug Lamborn, (202) 225-4422
3955,H. R. 9747,Tokuda,Democratic,Hawaii,Yea,https://clerk.house.gov/Members/T000487,Jill N. Tokuda, (202) 225-4906
515,H. R. 9747,Cárdenas,Democratic,California,Yea,https://clerk.house.gov/Members/C001097,Tony Cárdenas, (202) 225-6131
545,H. R. 9747,Carson,Democratic,Indiana,Yea,https://clerk.house.gov/Members/C001072,André Carson, (202) 225-4011
2105,H. R. 9747,Khanna,Democratic,California,Yea,https://clerk.house.gov/Members/K000389,Ro Khanna, (202) 225-2631
2225,H. R. 9747,LaMalfa,Republican,California,Yea,https://clerk.house.gov/Members/L000578,Doug LaMalfa, (202) 225-3076
1705,H. R. 9747,Harris,Republican,Maryland,Nay,https://clerk.house.gov/Members/H001052,Andy Harris, (202) 225-5311
275,H. R. 9747,Bilirakis,Republican,Florida,Nay,https://clerk.house.gov/Members/B001257,Gus M. Bilirakis, (202) 225-5755
3915,H. R. 9747,Tiffany,Republican,Wisconsin,Nay,https://clerk.house.gov/Members/T000165,Thomas P. Tiffany, (202) 225-3365
3685,H. R. 9747,Sorensen,Democratic,Illinois,Yea,https://clerk.house.gov/Members/S001225,Eric Sorensen, (202) 225-5905
4005,H. R. 9747,Trone,Democratic,Maryland,Yea,https://clerk.house.gov/Members/T000483,David J. Trone, (202) 225-2721
4035,H. R. 9747,Valadao,Republican,California,Yea,https://clerk.house.gov/Members/V000129,David G. Valadao, (202) 225-4695
525,H. R. 9747,Carey,Republican,Ohio,Yea,https://clerk.house.gov/Members/C001126,Mike Carey, (202) 225-2015
2185,H. R. 9747,Kuster,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/K000382,Ann M. Kuster, (202) 225-5206
1795,H. R. 9747,Houchin,Republican,Indiana,Yea,https://clerk.house.gov/Members/H001093,Erin Houchin, (202) 225-5315
535,H. R. 9747,Carl,Republican,Alabama,Yea,https://clerk.house.gov/Members/C001054,Jerry L. Carl, (202) 225-4931
2165,H. R. 9747,Kim (NJ),Democratic,New Jersey,Yea,https://clerk.house.gov/Members/K000394,Andy Kim, (202) 225-4765
3675,H. R. 9747,Smucker,Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/S001199,Lloyd Smucker, (202) 225-2411
445,H. R. 9747,Burgess,Republican,Texas,Yea,https://clerk.house.gov/Members/B001248,Michael C. Burgess, (202) 225-7772
3785,H. R. 9747,Steube,Republican,Florida,Not Voting,https://clerk.house.gov/Members/S001214,W. Gregory Steube, (202) 225-5792
2145,H. R. 9747,Kilmer,Democratic,Washington,Yea,https://clerk.house.gov/Members/K000381,Derek Kilmer, (202) 225-5916
235,H. R. 9747,Bergman,Republican,Michigan,Yea,https://clerk.house.gov/Members/B001301,Jack Bergman, (202) 225-4735
215,H. R. 9747,Bentz,Republican,Oregon,Yea,https://clerk.house.gov/Members/B000668,Cliff Bentz, (202) 225-6730
3775,H. R. 9747,Steil,Republican,Wisconsin,Yea,https://clerk.house.gov/Members/S001213,Bryan Steil, (202) 225-3031
1855,H. R. 9747,Huizenga,Republican,Michigan,Yea,https://clerk.house.gov/Members/H001058,Bill Huizenga, (202) 225-4401
2095,H. R. 9747,Kennedy,Democratic,New York,Yea,https://clerk.house.gov/Members/K000402,Timothy M. Kennedy, (202) 225-3306
1775,H. R. 9747,Hinson,Republican,Iowa,Yea,https://clerk.house.gov/Members/H001091,Ashley Hinson, (202) 225-2911
3765,H. R. 9747,Stefanik,Republican,New York,Yea,https://clerk.house.gov/Members/S001196,Elise M. Stefanik, (202) 225-4611
1835,H. R. 9747,Hudson,Republican,North Carolina,Yea,https://clerk.house.gov/Members/H001067,Richard Hudson, (202) 225-3715
375,H. R. 9747,Brecheen,Republican,Oklahoma,Nay,https://clerk.house.gov/Members/B001317,Josh Brecheen, (202) 225-2701
1825,H. R. 9747,Hoyle (OR),Democratic,Oregon,Yea,https://clerk.house.gov/Members/H001094,Val T. Hoyle, (202) 225-6416
1845,H. R. 9747,Huffman,Democratic,California,Yea,https://clerk.house.gov/Members/H001068,Jared Huffman, (202) 225-5161
1815,H. R. 9747,Hoyer,Democratic,Maryland,Yea,https://clerk.house.gov/Members/H000874,Steny H. Hoyer, (202) 225-4131
465,H. R. 9747,Bush,Democratic,Missouri,Yea,https://clerk.house.gov/Members/B001224,Cori Bush, (202) 225-2406
3635,H. R. 9747,Smith (MO),Republican,Missouri,Yea,https://clerk.house.gov/Members/S001195,Jason Smith, (202) 225-4404
565,H. R. 9747,Carter (LA),Democratic,Louisiana,Yea,https://clerk.house.gov/Members/C001125,Troy A. Carter, (202) 225-6636
205,H. R. 9747,Beatty,Democratic,Ohio,Yea,https://clerk.house.gov/Members/B001281,Joyce Beatty, (202) 225-4324
3885,H. R. 9747,Thompson (CA),Democratic,California,Yea,https://clerk.house.gov/Members/T000460,Mike Thompson, (202) 225-3311
415,H. R. 9747,Bucshon,Republican,Indiana,Yea,https://clerk.house.gov/Members/B001275,Larry Bucshon, (202) 225-4636
295,H. R. 9747,Bishop (NC),Republican,North Carolina,Nay,https://clerk.house.gov/Members/B001311,Dan Bishop, (202) 225-1976
4075,H. R. 9747,Vargas,Democratic,California,Yea,https://clerk.house.gov/Members/V000130,Juan Vargas, (202) 225-8045
245,H. R. 9747,Beyer,Democratic,Virginia,Yea,https://clerk.house.gov/Members/B001292,"Donald S. Beyer, Jr.", (202) 225-4376
3755,H. R. 9747,Steel,Republican,California,Yea,https://clerk.house.gov/Members/S001135,Michelle Steel, (202) 225-2415
575,H. R. 9747,Carter (TX),Republican,Texas,Yea,https://clerk.house.gov/Members/C001051,John R. Carter, (202) 225-3864
505,H. R. 9747,Carbajal,Democratic,California,Yea,https://clerk.house.gov/Members/C001112,Salud O. Carbajal, (202) 225-3601
4025,H. R. 9747,Underwood,Democratic,Illinois,Yea,https://clerk.house.gov/Members/U000040,Lauren Underwood, (202) 225-2976
2085,H. R. 9747,Kelly (PA),Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/K000376,Mike Kelly, (202) 225-5406
345,H. R. 9747,Bost,Republican,Illinois,Nay,https://clerk.house.gov/Members/B001295,Mike Bost, (202) 225-5661
1735,H. R. 9747,Hern,Republican,Oklahoma,Yea,https://clerk.house.gov/Members/H001082,Kevin Hern, (202) 225-2211
555,H. R. 9747,Carter (GA),Republican,Georgia,Yea,https://clerk.house.gov/Members/C001103,"Earl L. ""Buddy"" Carter", (202) 225-5831
2115,H. R. 9747,Kiggans (VA),Republican,Virginia,Yea,https://clerk.house.gov/Members/K000399,Jennifer Kiggans, (202) 225-4215
3805,H. R. 9747,Strickland,Democratic,Washington,Yea,https://clerk.house.gov/Members/S001159,Marilyn Strickland, (202) 225-9740
315,H. R. 9747,Blunt Rochester,Democratic,Delaware,Yea,https://clerk.house.gov/Members/B001303,Lisa Blunt Rochester, (202) 225-4165
4055,H. R. 9747,Van Duyne,Republican,Texas,Nay,https://clerk.house.gov/Members/V000134,Beth Van Duyne, (202) 225-6605
425,H. R. 9747,Budzinski,Democratic,Illinois,Yea,https://clerk.house.gov/Members/B001315,Nikki Budzinski, (202) 225-2371
2215,H. R. 9747,LaLota,Republican,New York,Yea,https://clerk.house.gov/Members/L000598,Nick LaLota, (202) 225-3826
2265,H. R. 9747,Larsen (WA),Democratic,Washington,Yea,https://clerk.house.gov/Members/L000560,Rick Larsen, (202) 225-2605
3705,H. R. 9747,Spanberger,Democratic,Virginia,Yea,https://clerk.house.gov/Members/S001209,Abigail Davis Spanberger, (202) 225-2815
3905,H. R. 9747,Thompson (PA),Republican,Pennsylvania,Yea,https://clerk.house.gov/Members/T000467,Glenn Thompson, (202) 225-5121
3985,H. R. 9747,Torres (NY),Democratic,New York,Yea,https://clerk.house.gov/Members/T000486,Ritchie Torres, (202) 225-4361
3645,H. R. 9747,Smith (NE),Republican,Nebraska,Yea,https://clerk.house.gov/Members/S001172,Adrian Smith, (202) 225-6435
2295,H. R. 9747,LaTurner,Republican,Kansas,Yea,https://clerk.house.gov/Members/L000266,Jake LaTurner, (202) 225-6601
1685,H. R. 9747,Hageman,Republican,Wyoming,Nay,https://clerk.house.gov/Members/H001096,Harriet M. Hageman, (202) 225-2311
1755,H. R. 9747,Hill,Republican,Arkansas,Yea,https://clerk.house.gov/Members/H001072,J. French Hill, (202) 225-2506
255,H. R. 9747,Bice,Republican,Oklahoma,Yea,https://clerk.house.gov/Members/B000740,Stephanie I. Bice, (202) 225-2132
3655,H. R. 9747,Smith (NJ),Republican,New Jersey,Yea,https://clerk.house.gov/Members/S000522,Christopher H. Smith, (202) 225-3765
265,H. R. 9747,Biggs,Republican,Arizona,Nay,https://clerk.house.gov/Members/B001302,Andy Biggs, (202) 225-2635
1315,H. R. 9747,Foster,Democratic,Illinois,Yea,https://clerk.house.gov/Members/F000454,Bill Foster, (202) 225-3515
3585,H. R. 9747,Sewell,Democratic,Alabama,Yea,https://clerk.house.gov/Members/S001185,Terri A. Sewell, (202) 225-2665
3045,H. R. 9747,Omar,Democratic,Minnesota,Yea,https://clerk.house.gov/Members/O000173,Ilhan Omar, (202) 225-4755
1055,H. R. 9747,Dingell,Democratic,Michigan,Yea,https://clerk.house.gov/Members/D000624,Debbie Dingell, (202) 225-4071
2585,H. R. 9747,McCaul,Republican,Texas,Yea,https://clerk.house.gov/Members/M001157,Michael T. McCaul, (202) 225-2401
3055,H. R. 9747,Owens,Republican,Utah,Yea,https://clerk.house.gov/Members/O000086,Burgess Owens, (202) 225-3011
1445,H. R. 9747,Garcia (TX),Democratic,Texas,Yea,https://clerk.house.gov/Members/G000587,Sylvia R. Garcia, (202) 225-1688
1925,H. R. 9747,Jacobs,Democratic,California,Yea,https://clerk.house.gov/Members/J000305,Sara Jacobs, (202) 225-2040
1045,H. R. 9747,Diaz-Balart,Republican,Florida,Yea,https://clerk.house.gov/Members/D000600,Mario Diaz-Balart, (202) 225-4211
3065,H. R. 9747,Pallone,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/P000034,"Frank Pallone, Jr.", (202) 225-4671
75,H. R. 9747,Amodei,Republican,Nevada,Yea,https://clerk.house.gov/Members/A000369,Mark E. Amodei, (202) 225-6155
2575,H. R. 9747,McBath,Democratic,Georgia,Yea,https://clerk.house.gov/Members/M001208,Lucy McBath, (202) 225-4501
3075,H. R. 9747,Palmer,Republican,Alabama,Nay,https://clerk.house.gov/Members/P000609,Gary J. Palmer, (202) 225-4921
1035,H. R. 9747,DesJarlais,Republican,Tennessee,Not Voting,https://clerk.house.gov/Members/D000616,Scott DesJarlais, (202) 225-6831
1455,H. R. 9747,"Garcia, Mike",Republican,California,Yea,https://clerk.house.gov/Members/G000061,Mike Garcia, (202) 225-1956
4225,H. R. 9747,Wild,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/W000826,Susan Wild, (202) 225-6411
3085,H. R. 9747,Panetta,Democratic,California,Yea,https://clerk.house.gov/Members/P000613,Jimmy Panetta, (202) 225-2861
1025,H. R. 9747,DeSaulnier,Democratic,California,Yea,https://clerk.house.gov/Members/D000623,Mark DeSaulnier, (202) 225-2095
2565,H. R. 9747,Matsui,Democratic,California,Yea,https://clerk.house.gov/Members/M001163,Doris O. Matsui, (202) 225-7163
4235,H. R. 9747,Williams (GA),Democratic,Georgia,Yea,https://clerk.house.gov/Members/W000788,Nikema Williams, (202) 225-3801
3095,H. R. 9747,Pappas,Democratic,New Hampshire,Yea,https://clerk.house.gov/Members/P000614,Chris Pappas, (202) 225-5456
2005,H. R. 9747,Joyce (OH),Republican,Ohio,Yea,https://clerk.house.gov/Members/J000295,David P. Joyce, (202) 225-5731
3035,H. R. 9747,Ogles,Republican,Tennessee,Nay,https://clerk.house.gov/Members/O000175,Andrew Ogles, (202) 225-4311
1415,H. R. 9747,Garamendi,Democratic,California,Yea,https://clerk.house.gov/Members/G000559,John Garamendi, (202) 225-1880
2985,H. R. 9747,Norcross,Democratic,New Jersey,Yea,https://clerk.house.gov/Members/N000188,Donald Norcross, (202) 225-6501
2615,H. R. 9747,McClintock,Republican,California,Nay,https://clerk.house.gov/Members/M001177,Tom McClintock, (202) 225-2511
1105,H. R. 9747,Dunn (FL),Republican,Florida,Yea,https://clerk.house.gov/Members/D000628,Neal P. Dunn, (202) 225-5235
2995,H. R. 9747,Norman,Republican,South Carolina,Nay,https://clerk.house.gov/Members/N000190,Ralph Norman, (202) 225-5501
1095,H. R. 9747,Duncan,Republican,South Carolina,Nay,https://clerk.house.gov/Members/D000615,Jeff Duncan, (202) 225-5301
3005,H. R. 9747,Nunn (IA),Republican,Iowa,Yea,https://clerk.house.gov/Members/N000193,Zachary Nunn, (202) 225-5476
1425,H. R. 9747,Garbarino,Republican,New York,Yea,https://clerk.house.gov/Members/G000597,Andrew R. Garbarino, (202) 225-7896
4245,H. R. 9747,Williams (NY),Republican,New York,Yea,https://clerk.house.gov/Members/W000828,Brandon Williams, (202) 225-3701
2605,H. R. 9747,McClellan,Democratic,Virginia,Yea,https://clerk.house.gov/Members/M001227,Jennifer L. McClellan, (202) 225-6365
3015,H. R. 9747,Obernolte,Republican,California,Yea,https://clerk.house.gov/Members/O000019,Jay Obernolte, (202) 225-5861
1085,H. R. 9747,Duarte,Republican,California,Yea,https://clerk.house.gov/Members/D000633,John S. Duarte, (202) 225-1947
3025,H. R. 9747,Ocasio-Cortez,Democratic,New York,Yea,https://clerk.house.gov/Members/O000172,Alexandria Ocasio-Cortez, (202) 225-3965
1075,H. R. 9747,Donalds,Republican,Florida,Nay,https://clerk.house.gov/Members/D000032,Byron Donalds, (202) 225-2536
65,H. R. 9747,Amo,Democratic,Rhode Island,Yea,https://clerk.house.gov/Members/A000380,Gabe Amo, (202) 225-4911
1435,H. R. 9747,García (IL),Democratic,Illinois,Yea,https://clerk.house.gov/Members/G000586,"Jesús G. ""Chuy"" García", (202) 225-8203
2595,H. R. 9747,McClain,Republican,Michigan,Yea,https://clerk.house.gov/Members/M001136,Lisa C. McClain, (202) 225-2106
1065,H. R. 9747,Doggett,Democratic,Texas,Yea,https://clerk.house.gov/Members/D000399,Lloyd Doggett, (202) 225-4865
55,H. R. 9747,Allred,Democratic,Texas,Yea,https://clerk.house.gov/Members/A000376,Colin Z. Allred, (202) 225-2231
1015,H. R. 9747,Deluzio,Democratic,Pennsylvania,Yea,https://clerk.house.gov/Members/D000530,Christopher R. Deluzio, (202) 225-2301
1465,H. R. 9747,"Garcia, Robert",Democratic,California,Yea,https://clerk.house.gov/Members/G000598,Robert Garcia, (202) 225-7924
3165,H. R. 9747,Pettersen,Democratic,Colorado,Yea,https://clerk.house.gov/Members/P000620,Brittany Pettersen, (202) 225-2645
955,H. R. 9747,Davis (NC),Democratic,North Carolina,Yea,https://clerk.house.gov/Members/D000230,Donald G. Davis, (202) 225-3101
3175,H. R. 9747,Pfluger,Republican,Texas,Yea,https://clerk.house.gov/Members/P000048,August Pfluger, (202) 225-3605
